idx,회사명,주당액면가액(원)당기,주당액면가액(원)전기,주당액면가액(원)전전기,(연결)당기순이익(백만원)당기,(연결)당기순이익(백만원)전기,(연결)당기순이익(백만원)전전기,(별도)당기순이익(백만원)당기,(별도)당기순이익(백만원)전기,(별도)당기순이익(백만원)전전기,주식 유형1,유형1 예측,유형1 당기,유형1 전기,유형1 전전기,주식 유형2,유형2 예측,유형2 당기,유형2 전기,유형2 전전기,주식 유형3,유형3 예측,유형3 당기,유형3 전기,유형3 전전기
121,한미사이언스,500,500,500,30742,18020,30069,5634,6142,2827,주당 현금배당금(원)보통주(1)당기,200,200,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,씨큐브,500,500,500,4504,3786,4860,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,178,150,130,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123,LF,5000,5000,5000,67643,83218,73643,73927,85509,73176,주당 현금배당금(원)보통주(1)당기,500,500,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,PI첨단소재,500,500,500,NULL,NULL,NULL,17717,34984,32782,주당 현금배당금(원)(1)당기,-79,315,830,800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,DB금융투자,5000,5000,5000,58392,54348,4434,52936,46854,2591,주당 현금배당금(원)보통주(1)당기,424,250,250,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,이리츠코크렙,500,500,500,6478,5066,4403,7656,5739,NULL,주당 현금배당금(원)(1)당기,241,175,175,118,주당 현금배당금(원)(3)당기,175,175,175,175,NULL,NULL,NULL,NULL,NULL
127,아비코전자,500,500,500,-5058,26153,7664,-2274,8432,9210,주당 현금배당금(원)보통주(1)당기,-54,70,150,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,가온미디어,500,500,500,17960,5142,6859,17232,2671,8646,주당 현금배당금(원)보통주(1)당기,76,100,100,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129,디바이스이엔지,500,500,500,NULL,NULL,NULL,4650,13929,7528,주당 현금배당금(원)보통주(1)당기,319,NULL,185,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,SK디앤디,1000,1000,1000,44903,52412,54308,30708,55702,53669,주당 현금배당금(원)보통주(1)당기,600,600,600,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,코리아에프티,100,100,100,5684,3984,2290,3124,1644,3146,주당 현금배당금(원)보통주(1)당기,60,60,60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132,에스씨디,500,500,500,-992,7824,3464,-2747,5811,2563,주당 현금배당금(원)보통주(1)당기,2,15,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
133,크리스에프앤씨,1000,1000,5000,24829,33020,33079,24564,32237,34158,주당 현금배당금(원)보통주(1)당기,-923,400,280,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
134,현대위아,5000,5000,5000,55207,-55561,-63004,56283,-4421,-72596,주당 현금배당금(원)보통주(1)당기,783,700,600,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
135,한솔피엔에스,500,500,500,NULL,NULL,NULL,3156,3580,2465,주당 현금배당금(원)보통주(1)당기,33,25,15,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,케이씨,500,500,500,50450,194703,73367,45334,194164,46456,주당 현금배당금(원)보통주(1)당기,321,250,220,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137,NI스틸,500,500,500,NULL,NULL,NULL,6417,10204,10976,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138,유니테스트,500,500,500,25525,52375,24164,19073,45371,21553,주당 현금배당금(원)보통주(1)당기,358,250,400,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139,포시에스,500,500,500,1882,6323,2078,2086,6282,2097,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140,KTB투자증권,5000,5000,5000,50095,33760,35954,53848,20365,35488,주당 현금배당금(원)보통주(1)당기,150,150,NULL,NULL,주당 현금배당금(원)우선주(1)당기,5911,5911,NULL,NULL,NULL,NULL,NULL,NULL,NULL
141,휴온스글로벌,500,500,500,57349,60762,49845,9927,10754,10220,주당 현금배당금(원)보통주(1)당기,316,400,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142,드림텍,100,100,500,23400,37071,24932,9519,12122,9607,주당 현금배당금(원)보통주(1)당기,160,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
143,현대건설기계,5000,5000,5000,3227,89937,46609,-12875,54538,67582,주당 현금배당금(원)(1)당기,850,NULL,850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
144,KNN,500,500,500,8126,7840,9601,7589,7552,9349,주당 현금배당금(원)보통주(1)당기,15,20,25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,경동도시가스,2500,2500,2500,24544,34103,17777,24355,33981,17679,주당 현금배당금(원)(1)당기,1020,875,875,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
146,하나머티리얼즈,500,500,500,27652,36246,19447,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,304,200,250,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
147,디스플레이텍,500,500,500,NULL,NULL,NULL,5393,2996,4711,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,대성홀딩스,1000,1000,1000,17927,23779,32184,3767,6393,6125,주당 현금배당금(원)보통주(1)당기,250,250,250,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
149,한전KPS,200,200,200,153331,161331,135959,157737,160791,135482,주당 현금배당금(원)보통주(1)당기,2401,1920,1790,1470,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
150,블루콤,500,500,500,1819,1920,3141,3913,3253,10131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,한전산업,500,500,500,17305,12035,13947,16675,11421,13344,주당 현금배당금(원)보통주(1)당기,241,227,169,198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,매일홀딩스,500,500,500,67229,63026,19589,6699,3521,184516,주당 현금배당금(원)보통주(1)당기,179,140,120,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,메디아나,500,500,500,6745,3240,4004,6709,4085,4223,주당 현금배당금(원)보통주식(1)당기,50,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,해마로푸드서비스,100,100,100,12926,16808,11255,10167,14432,10310,주당 현금배당금(원)보통주(1)당기,69,50,30,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,신세계I&C,5000,5000,5000,NULL,NULL,NULL,10657,29255,9918,주당 현금배당금(원)보통주(1)당기,2999,2000,1500,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,조흥,5000,5000,5000,NULL,NULL,NULL,7845,8035,11298,주당 현금배당금(원)보통주(1)당기,6000,6000,6000,6000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
157,아프리카TV,500,500,500,34371,21563,14745,30152,22346,12985,주당 현금배당금(원)보통주(1)당기,721,550,470,380,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,휴스틸,5000,5000,5000,-12543,17184,3685,-4753,8729,6658,주당 현금배당금(원)보통주(1)당기,100,300,400,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,상신이디피,500,500,500,4817,8394,2440,624,7416,1011,주당 현금배당금(원)보통주(1)당기,56,50,70,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
160,롯데지주,200,200,200,-359540,185073,468815,210793,-629299,-20823,주당 현금배당금(원)보통주(1)당기,1699,1100,800,NULL,주당 현금배당금(원)우선주(1)당기,1749,1150,850,NULL,NULL,NULL,NULL,NULL,NULL
161,포스코인터내셔널,5000,5000,5000,209404,155174,175880,191704,97772,150381,주당 현금배당금(원)보통주(1)당기,899,700,600,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,현우산업,500,500,500,2239,6181,NULL,2342,6176,4290,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,신신제약,500,500,500,2024,2809,3532,2611,3043,3729,주당 현금배당금(원)보통주(1)당기,23,28,33,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
164,일신방직,5000,5000,5000,7980,22339,17042,-5996,11521,2162,주당 현금배당금(원)보통주(1)당기,1666,1500,2000,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,파커스,500,500,500,-3566,4540,-2620,-3907,4513,-1510,주당 현금배당금(원)보통주(1)당기,-149,150,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,덴티움,500,500,500,13711,34256,30294,4135,36000,23894,주당 현금배당금(원)보통주(1)당기,150,NULL,150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,시디즈,500,500,500,7815,4019,308,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,300,300,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,남성,500,500,500,-2196,-3576,1356,-2135,-3506,1355,주당 현금배당금(원)보통주(소액주주)(1)당기,25,25,25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,인터파크,500,500,500,1643,-6724,8382,1678,-12743,8270,주당 현금배당금(원)보통주(1)당기,133,150,100,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
170,인터파크,500,500,500,-4763,-8669,-71594,4125,4405,-54754,주당 현금배당금(원)보통주(1)당기,86,70,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,모나미,1000,1000,1000,-1740,607,2694,-719,-710,357,주당 현금배당금(원)보통주(1)당기,70,70,70,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,뉴트리,500,500,500,9468,2137,2096,10481,2247,1374,주당 현금배당금(원)보통주(1)당기,75,150,100,200,주당 현금배당금(원)우선주(1)당기,200,NULL,NULL,200,NULL,NULL,NULL,NULL,NULL
173,테크엔,100,100,5000,NULL,NULL,NULL,-1583,117,762,주당 현금배당금(원)보통주(1)당기,2500,NULL,NULL,2500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,일지테크,500,500,500,-4279,-3448,8168,3180,7533,11246,주당 현금배당금(원)(1)당기,-109,NULL,25,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,삼호개발,500,500,500,21571,20798,21475,22379,21156,23021,주당 현금배당금(원)보통주(1)당기,215,190,160,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,대덕,500,500,500,64558,264714,35608,67615,262339,NULL,주당 현금배당금(원)보통주(1)당기,300,300,300,300,주당 현금배당금(원)우선주(1)당기,305,305,305,NULL,NULL,NULL,NULL,NULL,NULL
177,이지홀딩스,500,500,500,2585,35705,29762,10342,10748,16268,주당 현금배당금(원)보통주(1)당기,58,50,75,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,대륙제관,500,500,500,5362,3629,9617,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,93,100,80,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,옵트론텍,500,500,500,10007,3526,4662,6887,9711,6083,주당 현금배당금(원)(1)당기,30,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,매커스,500,500,500,4802,9307,9067,5158,9430,5934,주당 현금배당금(원)보통주(1)당기,83,100,120,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,한솔홀딩스,5000,5000,5000,25280,-38984,-54909,7151,-38673,-143686,주당 현금배당금(원)보통주(1)당기,50,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,두산,5000,5000,5000,420383,-116862,40568,633804,158613,205100,주당 현금배당금(원)보통주식(1)당기,5316,5200,5200,5100,주당 현금배당금(원)우선주식(1)당기,5366,5250,5250,5150,NULL,NULL,NULL,NULL,NULL
183,세원정공,500,500,500,-8373,-6499,2749,4460,2872,9446,주당 현금배당금(원)보통주(1)당기,-37,25,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,우주일렉트로,500,500,500,11787,473,10545,9215,2163,13967,주당 현금배당금(원)보통주(1)당기,308,300,150,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,GS리테일,1000,1000,1000,133126,120596,118165,114284,113598,144815,주당 현금배당금(원)(1)당기,891,750,650,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,나노신소재,500,500,500,5801,7672,6827,5849,7578,6795,주당 현금배당금(원)보통주식(1)당기,115,120,140,130,주당 현금배당금(원)우선주식(1)당기,573,699,850,850,NULL,NULL,NULL,NULL,NULL
187,계룡건설산업,5000,5000,5000,74557,94529,52299,83078,63793,44411,주당 현금배당금(원)보통주(1)당기,800,600,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,피앤이솔루션,500,500,500,15922,11062,7543,14773,10341,6785,주당 현금배당금(원)보통주(1)당기,100,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,유니크,500,500,500,4168,2293,3256,4754,3887,4020,주당 현금배당금(원)보통주(1)당기,12,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,상신전자,500,500,500,2503,1965,4635,2564,2051,4138,주당 현금배당금(원)보통주(1)당기,-1219,NULL,85,520,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,한일네트웍스,500,500,500,7041,5102,16113,6954,5056,18888,주당 현금배당금(원)보통주(1)당기,406,230,200,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,만호제강,1000,1000,1000,1067,2673,4180,1080,2593,4001,주당 현금배당금(원)보통주(1)당기,241,200,150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,AJ네트웍스,1000,1000,1000,42129,37268,20647,50739,-22339,17778,주당 현금배당금(원)(1)당기,482,300,100,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,폭스소프트,5000,5000,5000,NULL,NULL,NULL,325,1099,-469,주당 현금배당금(원)보통주(1)당기,2500,NULL,2500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,심텍,500,500,500,-36579,4983,15909,-66217,5976,6550,주당 현금배당금(원)보통주(1)당기,37,160,160,265,주당 현금배당금(원)우선주(1)당기,37,160,160,265,NULL,NULL,NULL,NULL,NULL
196,심텍홀딩스,500,500,500,-14839,684,1503,-1165,1524,361,주당 현금배당금(원)보통주(1)당기,-1,10,10,20,주당 현금배당금(원)우선주(1)당기,-1,10,10,20,NULL,NULL,NULL,NULL,NULL
197,롯데리츠,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,주당 현금배당금(원)보통주식(1)당기,245,96,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,로체시스템즈,500,500,500,1197,-1359,3317,1097,-1338,3330,주당 현금배당금(원)(1)당기,20,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,수산중공업,500,500,500,145,6651,2894,-234,-502,2216,주당 현금배당금(원)보통주(1)당기,10,10,NULL,NULL,주당 현금배당금(원)우선주(1)당기,15,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,영풍정밀,500,500,500,NULL,NULL,NULL,12579,11324,9154,주당 현금배당금(원)보통주(1)당기,399,300,250,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,포스코케미칼,500,500,500,101163,132752,103569,89609,78552,72870,주당 현금배당금(원)보통주(1)당기,458,400,400,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
202,삼원강재,500,500,500,10433,11932,10996,NULL,NULL,NULL,주당 현금배당금(원)(1)당기,115,115,115,115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
203,멀티캠퍼스,500,500,500,18625,17353,12246,17310,16424,11365,주당 현금배당금(원)보통주(1)당기,683,600,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
204,베스파,500,500,5000,-8128,-106472,5735,1525,-105112,5735,주당 현금배당금(원)우선주(1)당기,3,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
205,한전기술,200,200,200,NULL,NULL,NULL,26398,12937,32454,주당 현금배당금(원)(1)당기,358,310,140,220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
206,비엔에프코퍼레이션,100,100,100,196,200,114,NULL,NULL,NULL,주당 현금배당금(원)우선주(1)당기,20,NULL,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207,일진머티리얼즈,500,500,500,46850,48721,42189,40081,41330,41613,주당 현금배당금(원)(1)당기,-549,50,NULL,650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
208,광전자,500,500,500,3461,6574,2899,1830,10302,2008,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
209,아이텍,500,500,500,-8277,1577,NULL,-7142,1129,1513,주당 현금배당금(원)보통주(1)당기,100,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210,덕양산업,500,500,500,-19681,-204,754,-13065,265,1127,주당 현금배당금(원)보통주(1)당기,20,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
211,지란지교시큐리티,500,100,100,3680,3253,8758,2849,3032,2731,주당 현금배당금(원)(1)당기,89,NULL,60,50,주당 현금배당금(원)(2)당기,89,NULL,60,50,NULL,NULL,NULL,NULL,NULL
212,GST,500,500,500,17968,10303,15303,17027,7748,13135,주당 현금배당금(원)보통주(1)당기,299,200,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213,국일신동,500,500,500,NULL,NULL,NULL,-103,1012,2978,주당 현금배당금(원)보통주(1)당기,20,50,50,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214,카프로,500,500,500,NULL,NULL,NULL,-82819,10043,12349,주당 현금배당금(원)보통주(1)당기,50,NULL,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
215,디아이,500,500,500,647,10405,18320,4245,1969,13893,주당 현금배당금(원)보통주(1)당기,-8,50,50,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
216,에스넷,500,500,500,6994,3737,1780,2091,8018,988,주당 현금배당금(원)(1)당기,194,120,100,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
217,코엔텍,500,500,500,24127,24489,16059,24062,36241,14376,주당 현금배당금(원)보통주(1)당기,1094,540,400,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
218,제일테크노스,500,500,500,4299,5311,3559,4270,4965,4301,주당 현금배당금(원)보통주(1)당기,104,90,100,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
219,케이엠,500,500,500,6395,4578,4111,5937,3707,950,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
220,우성사료,500,500,500,11921,-4130,1172,11243,-4832,2116,주당 현금배당금(원)보통주(1)당기,5,15,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,대동고려삼,500,500,500,1408,1031,1981,1408,1031,1981,주당 현금배당금(원)우선주(1)당기,29,34,34,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,씨에스윈드,500,500,500,34682,5924,38947,11274,-11448,5939,주당 현금배당금(원)보통주(1)당기,568,460,400,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,한화생명,5000,5000,5000,100421,415273,584940,114642,359269,525472,주당 현금배당금(원)보통주(1)당기,-74,30,100,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
224,고려시멘트,100,100,100,3396,4646,1004,3396,4646,1004,주당 현금배당금(원)보통주(1)당기,-24,15,35,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
225,코리아에스이,NULL,NULL,200,NULL,NULL,3845,NULL,NULL,16,주당 현금배당금(원)(1)당기,10,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
226,국영지앤엠,NULL,500,NULL,NULL,NULL,NULL,NULL,1432,NULL,주당 현금배당금(원)(1)당기,15,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
227,효성오앤비,500,500,500,1833,3881,5283,1385,3333,5107,주당 현금배당금(원)보통주(1)당기,350,NULL,NULL,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228,젬백스링크,100,100,100,3366,-12182,5570,3941,7703,370,주당 현금배당금(원)보통주(1)당기,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
229,벽산,500,500,500,-1720,7914,10809,-8854,10472,8110,주당 현금배당금(원)보통주(1)당기,-14,NULL,15,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
230,하츠,500,500,500,NULL,NULL,NULL,2373,1512,4528,주당 현금배당금(원)보통주(1)당기,6,30,30,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231,에이리츠,5000,5000,5000,7353,3567,-877,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,773,428,318,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232,비디아이,500,500,500,147,366,3598,-895,1144,3625,주당 현금배당금(원)보통주(1)당기,130,NULL,NULL,130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233,한양이엔지,500,500,500,29538,76110,34480,16901,69198,27895,주당 현금배당금(원)보통주(1)당기,608,450,400,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,한국전력공사,5000,5000,5000,-2263535,-1314567,1298720,-2594957,-1095213,1506852,주당 현금배당금(원)보통주(1)당기,790,NULL,NULL,790,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
235,제일연마,500,500,500,6398,5220,3865,4266,4761,3149,주당 현금배당금(원)(1)당기,260,220,200,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,일진홀딩스,1000,1000,1000,22416,893,-19792,6215,20619,-72047,주당 현금배당금(원)(1)당기,159,100,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,디아이씨,500,500,500,-51645,-7690,946,-81762,2723,-19499,주당 현금배당금(원)(1)당기,50,NULL,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
238,이씨에스,500,500,500,NULL,NULL,NULL,1882,2948,2690,주당 현금배당금(원)보통주(1)당기,53,120,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239,신영증권,5000,5000,5000,74136,73943,61877,73094,69178,57547,주당 현금배당금(원)보통주(1)당기,3100,2750,2750,2450,주당 현금배당금(원)우선주(1)당기,3150,2800,2800,2500,NULL,NULL,NULL,NULL,NULL
240,리노공업,500,500,500,52790,48642,40362,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,1400,1200,1100,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
241,대림건설,5000,5000,5000,95096,64534,64609,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,699,400,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
242,신도리코,5000,5000,5000,14487,35034,31678,9313,31635,32930,주당 현금배당금(원)보통주(1)당기,441,1000,1600,1650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
243,앤디포스,200,500,500,-1550,-13602,NULL,1822,-7857,8072,주당 현금배당금(원)보통주(1)당기,-489,NULL,65,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
244,화천기계,500,5000,5000,NULL,NULL,NULL,-6132,-674,583,주당 현금배당금(원)보통주(1)당기,100,NULL,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
245,일정실업,5000,5000,5000,-13385,-6870,-5703,-9178,-5327,-3803,주당 현금배당금(원)보통주(1)당기,500,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
246,이노션,500,500,500,73626,76844,61481,38316,45998,38380,주당 현금배당금(원)보통주(1)당기,2083,1500,1500,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
247,메디톡스,500,500,500,25563,69766,69994,20581,64478,66812,주당 현금배당금(원)보통주(1)당기,-799,800,900,2200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
248,새로닉스,500,500,500,-1882,7591,1279,353,2051,2743,주당 현금배당금(원)보통주(1)당기,40,40,40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
